Gene_id	Chromosome	Gene_Start	Gene_End
OG_0006339	NC_062234.1	3051945	3097942
OG_0005857	NC_062234.1	3083052	3106407
OG_0012987	NC_062234.1	3142026	3182257
OG_0012938	NC_062234.1	3163853	3196066
OG_0011215	NC_062234.1	3186097	3211597
OG_0014502	NC_062234.1	3205825	3254186
OG_0006386	NC_062234.1	3243450	3265363
OG_0007949	NC_062234.1	3249899	3273591
OG_0001913	NC_062234.1	3254150	3277824
OG_0012613	NC_062234.1	3283039	3306589
OG_0006735	NC_062234.1	3290999	3313187
OG_0017026	NC_062234.1	3527891	3566638
OG_0017078	NC_062234.1	3558924	3617870
OG_0012643	NC_062234.1	3608767	3638235
OG_0007808	NC_062234.1	3640070	3661452
OG_0016675	NC_062234.1	3669809	3694155
OG_0017903	NC_062234.1	3719435	3739803
OG_0011687	NC_062234.1	3768741	3804381
OG_0017090	NC_062234.1	3838268	3861446
OG_0018088	NC_062234.1	4173423	4195124
OG_0018486	NC_062234.1	4177246	4198681
OG_0016865	NC_062234.1	4204739	4242740
OG_0014529	NC_062234.1	4227904	4249400
OG_0006567	NC_062234.1	4230280	4253444
OG_0005154	NC_062234.1	4253994	4281139
OG_0014650	NC_062234.1	4271725	4293516
OG_0016002	NC_062234.1	4293208	4374441
OG_0014393	NC_062234.1	4402922	4474879
OG_0007293	NC_062234.1	4571750	4678511
OG_0011893	NC_062234.1	4909706	4945672
OG_0009534	NC_062234.1	4966088	4988487
OG_0008763	NC_062234.1	5002159	5022761
OG_0018881	NC_062234.1	5055505	5075945
OG_0014654	NC_062234.1	5107152	5215228
OG_0016185	NC_062234.1	5247589	5270676
OG_0009384	NC_062234.1	5425266	5483837
OG_0011653	NC_062234.1	5477106	5501741
OG_0018269	NC_062234.1	5496848	5517385
OG_0009062	NC_062234.1	5509544	5533295
OG_0015516	NC_062234.1	5522693	5543417
OG_0001101	NC_062234.1	5525606	5557663
OG_0012820	NC_062234.1	5571590	5593390
OG_0009087	NC_062234.1	5578632	5600177
OG_0017004	NC_062234.1	5612107	5632844
OG_0008320	NC_062234.1	5620917	5654438
OG_0016198	NC_062234.1	5689126	5726558
OG_0016199	NC_062234.1	5706998	5741924
OG_0007962	NC_062234.1	5767596	5788366
OG_0018465	NC_062234.1	5818377	5839542
OG_0012821	NC_062234.1	5841325	5864016
OG_0012126	NC_062234.1	5848101	5871400
OG_0002145	NC_062234.1	5887742	5919266
OG_0016922	NC_062234.1	5928599	5966317
OG_0003517	NC_062234.1	6076849	6106643
OG_0002258	NC_062234.1	6375691	6398564
OG_0011620	NC_062234.1	6387894	6456485
OG_0012061	NC_062234.1	6460044	6481953
OG_0005439	NC_062234.1	6492594	6514655
OG_0013389	NC_062234.1	6495980	6524655
OG_0013387	NC_062234.1	6521453	6554393
OG_0011654	NC_062234.1	6543314	6565128
OG_0014157	NC_062234.1	6549491	6574682
OG_0001028	NC_062234.1	6588771	6619004
OG_0000455	NC_062234.1	6669332	6699447
OG_0012049	NC_062234.1	6721941	6743592
OG_0000863	NC_062234.1	6729387	6751044
OG_0019118	NC_062234.1	6736572	6757576
OG_0001816	NC_062234.1	6743798	6771184
OG_0013507	NC_062234.1	6880451	6903139
OG_0016169	NC_062234.1	6944202	6987602
OG_0000277	NC_062234.1	6971721	6993559
OG_0013854	NC_062234.1	6990161	7016129
OG_0009263	NC_062234.1	6999329	7030510
OG_0011841	NC_062234.1	7028320	7051636
OG_0007377	NC_062234.1	7040509	7068283
OG_0017911	NC_062234.1	7054516	7075120
OG_0014419	NC_062234.1	7059692	7083338
OG_0015618	NC_062234.1	7068012	7095014
OG_0008385	NC_062234.1	7076760	7099070
OG_0008103	NC_062234.1	7082197	7107900
OG_0016576	NC_062234.1	7096777	7144537
OG_0002350	NC_062234.1	7127372	7149185
OG_0013980	NC_062234.1	7183112	7225353
OG_0017616	NC_062234.1	7267654	7293553
OG_0015377	NC_062234.1	7277274	7300633
OG_0013770	NC_062234.1	7296813	7318679
OG_0011650	NC_062234.1	7328948	7352001
OG_0016640	NC_062234.1	7350445	7372531
OG_0000552	NC_062234.1	7369528	7450946
OG_0016093	NC_062234.1	7551758	7575060
OG_0000542	NC_062234.1	7757143	7784366
OG_0017168	NC_062234.1	7817767	7839766
OG_0014062	NC_062234.1	7920371	7948054
OG_0014457	NC_062234.1	7950858	7981370
OG_0007970	NC_062234.1	7963621	7985661
OG_0007483	NC_062234.1	7983562	8006835
OG_0007188	NC_062234.1	8019552	8045758
OG_0011548	NC_062234.1	8033046	8102269
OG_0001001	NC_062234.1	8088523	8139970
OG_0009996	NC_062234.1	8178052	8198664
OG_0015590	NC_062234.1	8185471	8214876
OG_0012128	NC_062234.1	8289436	8312160
OG_0013157	NC_062234.1	8327473	8352405
OG_0014092	NC_062234.1	8335405	8361208
OG_0011376	NC_062234.1	8358449	8388739
OG_0011377	NC_062234.1	8371320	8395306
OG_0018741	NC_062234.1	8378585	8403474
OG_0005563	NC_062234.1	8430552	8461712
OG_0007579	NC_062234.1	8446734	8473485
OG_0008369	NC_062234.1	8456733	8487640
OG_0002236	NC_062234.1	8551249	8573078
OG_0016403	NC_062234.1	8577148	8601592
OG_0005529	NC_062234.1	8596120	8623031
OG_0018744	NC_062234.1	8606090	8626690
OG_0014160	NC_062234.1	8620357	8642580
OG_0006468	NC_062234.1	8627728	8649353
OG_0014294	NC_062234.1	8655029	8678830
OG_0015535	NC_062234.1	8662723	8683845
OG_0002458	NC_062234.1	8671668	8693297
OG_0006905	NC_062234.1	8719230	8745018
OG_0005818	NC_062234.1	8726262	8747423
OG_0000342	NC_062234.1	8731890	8808120
OG_0007858	NC_062234.1	8847964	8876725
OG_0017134	NC_062234.1	8875455	8900805
OG_0012036	NC_062234.1	8883515	8905191
OG_0000265	NC_062234.1	8886271	8915223
OG_0003360	NC_062234.1	8927170	8952090
OG_0003359	NC_062234.1	8935427	8957865
OG_0001706	NC_062234.1	9017718	9041879
OG_0015542	NC_062234.1	9162601	9183647
OG_0017189	NC_062234.1	9173578	9201500
OG_0011599	NC_062234.1	9184340	9205841
OG_0006640	NC_062234.1	9190883	9213396
OG_0006808	NC_062234.1	9377453	9405491
OG_0000351	NC_062234.1	9458831	9500582
OG_0001592	NC_062234.1	9551018	9575398
OG_0017437	NC_062234.1	9613388	9648652
OG_0012535	NC_062234.1	9647979	9669406
OG_0002368	NC_062234.1	9654016	9678054
OG_0012223	NC_062234.1	9658623	9682691
OG_0005475	NC_062234.1	9742107	9763564
OG_0017500	NC_062234.1	9787230	9808896
OG_0005817	NC_062234.1	9796430	9817788
OG_0015294	NC_062234.1	9848315	9871527
OG_0012319	NC_062234.1	9856672	9878776
OG_0001148	NC_062234.1	9873938	9894905
OG_0003002	NC_062234.1	9953936	10131442
OG_0009092	NC_062234.1	10117196	10140321
OG_0002279	NC_062234.1	10136260	10161289
OG_0015541	NC_062234.1	10238346	10261240
OG_0018583	NC_062234.1	10458704	10480250
OG_0007004	NC_062234.1	10484354	10506956
OG_0003169	NC_062234.1	10522292	10544754
OG_0003166	NC_062234.1	10559667	10583799
OG_0017583	NC_062234.1	10579252	10601388
OG_0011652	NC_062234.1	10606897	10671023
OG_0013229	NC_062234.1	10655774	10681922
OG_0006765	NC_062234.1	10761455	10783557
OG_0018439	NC_062234.1	10923586	10946313
OG_0011738	NC_062234.1	10988317	11016005
OG_0018182	NC_062234.1	11030826	11051170
OG_0013063	NC_062234.1	11036215	11069885
OG_0012594	NC_062234.1	11062144	11086893
OG_0013912	NC_062234.1	11070076	11110054
OG_0015475	NC_062234.1	11133498	11155025
OG_0002539	NC_062234.1	11149375	11171389
OG_0007906	NC_062234.1	11165355	11200677
OG_0009579	NC_062234.1	11186995	11209217
OG_0008112	NC_062234.1	11250842	11271681
OG_0006423	NC_062234.1	11265783	11286571
OG_0006764	NC_062234.1	11275927	11299037
OG_0005912	NC_062234.1	11287886	11326278
OG_0005877	NC_062234.1	11308953	11329651
OG_0006829	NC_062234.1	11324347	11345207
OG_0016746	NC_062234.1	11325937	11349577
OG_0015654	NC_062234.1	11341081	11381195
OG_0012306	NC_062234.1	11388735	11411152
OG_0017113	NC_062234.1	11631628	11721351
OG_0005930	NC_062234.1	12036984	12058676
OG_0002245	NC_062234.1	12040064	12063995
OG_0016077	NC_062234.1	12063371	12087006
OG_0000159	NC_062234.1	12071827	12093356
OG_0011264	NC_062234.1	12074473	12103444
OG_0002573	NC_062234.1	12090671	12119108
OG_0007443	NC_062234.1	12105637	12134056
OG_0006516	NC_062234.1	12159689	12180378
OG_0005597	NC_062234.1	12197146	12224713
OG_0006723	NC_062234.1	12206715	12227410
OG_0012291	NC_062234.1	12257648	12285349
OG_0016575	NC_062234.1	12373712	12405651
OG_0007063	NC_062234.1	12386938	12418269
OG_0012927	NC_062234.1	12427689	12452543
OG_0016769	NC_062234.1	12443667	12470547
OG_0006842	NC_062234.1	12506241	12536749
OG_0016099	NC_062234.1	12559657	12592109
OG_0007044	NC_062234.1	12948457	13001483
OG_0015058	NC_062234.1	13041865	13146750
OG_0015057	NC_062234.1	13135491	13162529
OG_0015056	NC_062234.1	13147165	13173329
OG_0000729	NC_062234.1	13161156	13215904
OG_0011959	NC_062234.1	13205121	13226326
OG_0001408	NC_062234.1	13208949	13242816
OG_0015087	NC_062234.1	13236616	13260177
OG_0012763	NC_062234.1	13248371	13269155
OG_0012762	NC_062234.1	13250760	13271096
OG_0014534	NC_062234.1	13313569	13336286
OG_0008322	NC_062234.1	13325092	13353810
OG_0006490	NC_062234.1	13355364	13379929
OG_0012107	NC_062234.1	13369445	13429333
OG_0007545	NC_062234.1	13413291	13448646
OG_0009493	NC_062234.1	13441930	13464086
OG_0015950	NC_062234.1	13450634	13474311
OG_0005500	NC_062234.1	13455318	13476022
OG_0001507	NC_062234.1	13599739	13647719
OG_0018715	NC_062234.1	13645001	13665704
OG_0007236	NC_062234.1	13646794	13684201
OG_0019020	NC_062234.1	13664687	13685131
OG_0006548	NC_062234.1	13669216	13696764
OG_0001506	NC_062234.1	13677787	13699647
OG_0006336	NC_062234.1	13681891	13713258
OG_0001833	NC_062234.1	13724241	13800421
OG_0011373	NC_062234.1	13795461	13823328
OG_0012814	NC_062234.1	13805924	13827297
OG_0018337	NC_062234.1	13841360	13861728
OG_0015528	NC_062234.1	13856616	13877460
OG_0009163	NC_062234.1	14037580	14058583
OG_0006699	NC_062234.1	14078526	14099429
OG_0018561	NC_062234.1	14080675	14101235
OG_0000426	NC_062234.1	14087326	14148251
OG_0011892	NC_062234.1	14396524	14425519
OG_0017408	NC_062234.1	14416477	14437684
OG_0009363	NC_062234.1	14422637	14472918
OG_0006970	NC_062234.1	14455846	14478444
OG_0011795	NC_062234.1	14580021	14601076
OG_0011796	NC_062234.1	14581510	14602358
OG_0017834	NC_062234.1	14666587	14688323
OG_0002112	NC_062234.1	14710724	14732385
OG_0009127	NC_062234.1	14715450	14739462
OG_0001280	NC_062234.1	75270	96247
OG_0012738	NC_062234.1	85342	106539
OG_0011406	NC_062234.1	96287	117318
OG_0012084	NC_062234.1	112264	133830
OG_0011665	NC_062234.1	206637	232376
OG_0011283	NC_062234.1	219503	243078
OG_0017065	NC_062234.1	234141	255932
OG_0012152	NC_062234.1	237197	262229
OG_0007389	NC_062234.1	259555	285294
OG_0007390	NC_062234.1	269032	291881
OG_0018699	NC_062234.1	296977	317393
OG_0007415	NC_062234.1	321519	343810
OG_0012046	NC_062234.1	344467	366375
OG_0002275	NC_062234.1	347707	370404
OG_0001050	NC_062234.1	354069	375089
OG_0009552	NC_062234.1	364104	385853
OG_0011980	NC_062234.1	381658	403510
OG_0018710	NC_062234.1	402713	427089
OG_0006333	NC_062234.1	429262	453731
OG_0006807	NC_062234.1	439666	461634
OG_0012161	NC_062234.1	446990	467532
OG_0014825	NC_062234.1	452279	472984
OG_0005847	NC_062234.1	458514	479224
OG_0012846	NC_062234.1	461763	485807
OG_0007145	NC_062234.1	471389	509047
OG_0008341	NC_062234.1	517472	544755
OG_0008033	NC_062234.1	637879	676464
OG_0014885	NC_062234.1	686733	707122
OG_0015503	NC_062234.1	1122474	1143842
OG_0014285	NC_062234.1	1139803	1162494
OG_0017228	NC_062234.1	1159401	1181364
OG_0018178	NC_062234.1	1180458	1200763
OG_0000847	NC_062234.1	1216090	1238137
OG_0013523	NC_062234.1	1221510	1242016
OG_0000578	NC_062234.1	1236987	1260843
OG_0006663	NC_062234.1	1252927	1283960
OG_0015156	NC_062234.1	1267016	1297951
OG_0013777	NC_062234.1	1344053	1372452
OG_0015490	NC_062234.1	1355226	1378269
OG_0009547	NC_062234.1	1377299	1398288
OG_0009623	NC_062234.1	1390193	1412517
OG_0007687	NC_062234.1	1405819	1429222
OG_0002575	NC_062234.1	1458936	1479961
OG_0002246	NC_062234.1	1461180	1486521
OG_0001727	NC_062234.1	1474003	1500522
OG_0000107	NC_062234.1	1533345	1571947
OG_0014913	NC_062234.1	1617035	1637432
OG_0011456	NC_062234.1	1628823	1688263
OG_0000374	NC_062234.1	1671359	1698991
OG_0002130	NC_062234.1	1778176	1799861
OG_0013163	NC_062234.1	1925038	1971096
OG_0001424	NC_062234.1	2326567	2349643
OG_0009381	NC_062234.1	2408524	2432412
OG_0017034	NC_062234.1	2475166	2495903
OG_0012856	NC_062234.1	2476895	2498717
OG_0018926	NC_062234.1	2522826	2543263
OG_0017480	NC_062234.1	2662532	2691347
OG_0009458	NC_062234.1	2708909	2731909
OG_0016515	NC_062234.1	2721839	2758616
OG_0012454	NC_062234.1	3047424	3071419
OG_0016279	NC_062234.1	3086627	3110795
OG_0013055	NC_062234.1	3091679	3117079
OG_0012138	NC_062234.1	3238615	3262757
OG_0007054	NC_062234.1	3245513	3268024
OG_0012755	NC_062234.1	3293447	3316996
OG_0014584	NC_062234.1	3517280	3547202
OG_0006318	NC_062234.1	3619844	3656562
OG_0002150	NC_062234.1	3644982	3731720
OG_0014081	NC_062234.1	3715658	3737509
OG_0013410	NC_062234.1	3721204	3750865
OG_0005193	NC_062234.1	3738898	3763190
OG_0015447	NC_062234.1	3757088	3781966
OG_0007680	NC_062234.1	3786653	3818362
OG_0007292	NC_062234.1	3927749	3973118
OG_0011631	NC_062234.1	4179826	4203167
OG_0006457	NC_062234.1	4225339	4247187
OG_0007725	NC_062234.1	4237156	4269134
OG_0001290	NC_062234.1	4265120	4289022
OG_0013729	NC_062234.1	4275040	4296104
OG_0014942	NC_062234.1	4624192	4645040
OG_0016419	NC_062234.1	4793829	4862082
OG_0002240	NC_062234.1	4872390	4894933
OG_0003283	NC_062234.1	4889059	4927447
OG_0001262	NC_062234.1	5196927	5218366
OG_0011900	NC_062234.1	5218191	5250455
OG_0007859	NC_062234.1	5253894	5281098
OG_0006769	NC_062234.1	5262148	5302095
OG_0014359	NC_062234.1	5336925	5359981
OG_0014361	NC_062234.1	5342503	5374338
OG_0016268	NC_062234.1	5361186	5389239
OG_0016269	NC_062234.1	5370720	5395575
OG_0008079	NC_062234.1	5456843	5477352
OG_0012914	NC_062234.1	5468907	5490829
OG_0014586	NC_062234.1	5482518	5511195
OG_0018636	NC_062234.1	5493981	5514665
OG_0018268	NC_062234.1	5499206	5519736
OG_0017463	NC_062234.1	5523521	5544948
OG_0012685	NC_062234.1	5543960	5565732
OG_0005743	NC_062234.1	5551510	5581790
OG_0005744	NC_062234.1	5561887	5584289
OG_0016722	NC_062234.1	5589221	5610242
OG_0012083	NC_062234.1	5615305	5637712
OG_0005398	NC_062234.1	5635071	5659402
OG_0005555	NC_062234.1	5640626	5664196
OG_0013285	NC_062234.1	5645819	5669221
OG_0005556	NC_062234.1	5650528	5675343
OG_0005399	NC_062234.1	5669765	5698170
OG_0012034	NC_062234.1	5722609	5744118
OG_0007963	NC_062234.1	5789356	5810132
OG_0017227	NC_062234.1	5811527	5837933
OG_0017129	NC_062234.1	5820595	5844152
OG_0001581	NC_062234.1	5834765	5860202
OG_0018060	NC_062234.1	5846049	5866599
OG_0012441	NC_062234.1	5920172	5941884
OG_0016334	NC_062234.1	5923270	5946021
OG_0016200	NC_062234.1	5950340	6021597
OG_0018835	NC_062234.1	6004648	6047219
OG_0002317	NC_062234.1	6058077	6093928
OG_0006305	NC_062234.1	6442513	6463047
OG_0006304	NC_062234.1	6457021	6477942
OG_0006303	NC_062234.1	6464479	6488190
OG_0009567	NC_062234.1	6470584	6508928
OG_0001874	NC_062234.1	6489606	6511869
OG_0002449	NC_062234.1	6509190	6540213
OG_0007005	NC_062234.1	6545745	6566917
OG_0000487	NC_062234.1	6571955	6639738
OG_0013078	NC_062234.1	6628183	6655503
OG_0002205	NC_062234.1	6637425	6661297
OG_0007810	NC_062234.1	6643830	6669769
OG_0015372	NC_062234.1	6685583	6730334
OG_0001192	NC_062234.1	6733583	6755561
OG_0014277	NC_062234.1	6739184	6760845
OG_0012293	NC_062234.1	6802014	6843382
OG_0017973	NC_062234.1	6912782	6933921
OG_0018135	NC_062234.1	6926245	6948792
OG_0007394	NC_062234.1	6974064	7002859
OG_0018682	NC_062234.1	6996492	7017244
OG_0017421	NC_062234.1	7016702	7042576
OG_0005934	NC_062234.1	7049678	7070395
OG_0014418	NC_062234.1	7055143	7077585
OG_0009747	NC_062234.1	7125988	7174174
OG_0015966	NC_062234.1	7161197	7196071
OG_0013525	NC_062234.1	7274643	7295299
OG_0002508	NC_062234.1	7283516	7309992
OG_0018639	NC_062234.1	7326673	7347350
OG_0001296	NC_062234.1	7334245	7361715
OG_0011649	NC_062234.1	7345177	7368591
OG_0015153	NC_062234.1	7352697	7385348
OG_0000628	NC_062234.1	7432867	7456425
OG_0001492	NC_062234.1	7492847	7517365
OG_0011816	NC_062234.1	7700708	7791131
OG_0011817	NC_062234.1	7772445	7807172
OG_0000361	NC_062234.1	7792977	7822907
OG_0007301	NC_062234.1	7804644	7834331
OG_0015295	NC_062234.1	7820270	7847841
OG_0001852	NC_062234.1	7932547	7954443
OG_0016388	NC_062234.1	7935640	7956424
OG_0012370	NC_062234.1	7937660	7966062
OG_0012395	NC_062234.1	7966541	7997165
OG_0012543	NC_062234.1	7987656	8015924
OG_0017469	NC_062234.1	8013393	8035615
OG_0006923	NC_062234.1	8028869	8051271
OG_0015864	NC_062234.1	8082740	8105267
OG_0009589	NC_062234.1	8127361	8150857
OG_0008301	NC_062234.1	8179685	8201699
OG_0017482	NC_062234.1	8183409	8204509
OG_0000887	NC_062234.1	8226961	8278259
OG_0012573	NC_062234.1	8295479	8340090
OG_0005883	NC_062234.1	8343248	8370523
OG_0006618	NC_062234.1	8351869	8372669
OG_0013292	NC_062234.1	8383852	8404606
OG_0012809	NC_062234.1	8397240	8421018
OG_0002155	NC_062234.1	8404685	8435329
OG_0015018	NC_062234.1	8417362	8439660
OG_0013843	NC_062234.1	8444419	8466104
OG_0011769	NC_062234.1	8472321	8523515
OG_0002568	NC_062234.1	8554701	8576876
OG_0018367	NC_062234.1	8559902	8595324
OG_0016605	NC_062234.1	8608365	8638529
OG_0012948	NC_062234.1	8623759	8645168
OG_0018493	NC_062234.1	8642987	8665707
OG_0015272	NC_062234.1	8647549	8672810
OG_0015599	NC_062234.1	8673434	8699056
OG_0000193	NC_062234.1	8684752	8731340
OG_0002102	NC_062234.1	8813791	8845019
OG_0016505	NC_062234.1	8832384	8853821
OG_0013355	NC_062234.1	8839970	8863316
OG_0016653	NC_062234.1	8857314	8889130
OG_0001450	NC_062234.1	8940577	8967008
OG_0016811	NC_062234.1	9015569	9036114
OG_0017272	NC_062234.1	9024485	9046914
OG_0009453	NC_062234.1	9065771	9136816
OG_0012978	NC_062234.1	9119473	9151197
OG_0012345	NC_062234.1	9151847	9173172
OG_0006472	NC_062234.1	9188122	9209573
OG_0016730	NC_062234.1	9231647	9253916
OG_0000341	NC_062234.1	9243348	9311386
OG_0000350	NC_062234.1	9321171	9356383
OG_0006424	NC_062234.1	9340132	9360929
OG_0018011	NC_062234.1	9650704	9672383
OG_0013454	NC_062234.1	9692689	9729241
OG_0001071	NC_062234.1	9715061	9736406
OG_0013439	NC_062234.1	9722031	9761357
OG_0005359	NC_062234.1	9743998	9770050
OG_0017270	NC_062234.1	9756063	9786116
OG_0009511	NC_062234.1	9772447	9805165
OG_0007359	NC_062234.1	9791296	9813334
OG_0012470	NC_062234.1	9799756	9824674
OG_0001590	NC_062234.1	9829396	9853088
OG_0001229	NC_062234.1	9833840	9861409
OG_0006578	NC_062234.1	9843479	9865886
OG_0013044	NC_062234.1	9852002	9872691
OG_0015075	NC_062234.1	9862677	9893178
OG_0006896	NC_062234.1	9876620	9906741
OG_0003384	NC_062234.1	9907932	9937430
OG_0003385	NC_062234.1	9926017	9956487
OG_0015643	NC_062234.1	10373352	10395079
OG_0002402	NC_062234.1	10454154	10474797
OG_0008156	NC_062234.1	10461156	10490460
OG_0005442	NC_062234.1	10471248	10495145
OG_0017144	NC_062234.1	10476887	10498243
OG_0006646	NC_062234.1	10479432	10502035
OG_0007764	NC_062234.1	10487159	10510879
OG_0005849	NC_062234.1	10492934	10517831
OG_0016489	NC_062234.1	10570877	10598046
OG_0012373	NC_062234.1	10582432	10607456
OG_0010237	NC_062234.1	10588635	10609102
OG_0012375	NC_062234.1	10603195	10624214
OG_0018040	NC_062234.1	10604219	10625129
OG_0014378	NC_062234.1	10662392	10685001
OG_0007843	NC_062234.1	10766776	10789309
OG_0015460	NC_062234.1	10771693	10795060
OG_0007831	NC_062234.1	10817233	10913186
OG_0011415	NC_062234.1	10971339	11000350
OG_0002330	NC_062234.1	11000522	11043058
OG_0014653	NC_062234.1	11033385	11055074
OG_0009378	NC_062234.1	11051901	11078350
OG_0007147	NC_062234.1	11090458	11149277
OG_0002540	NC_062234.1	11143732	11165513
OG_0002546	NC_062234.1	11153250	11176920
OG_0018159	NC_062234.1	11189876	11214329
OG_0007814	NC_062234.1	11205367	11228435
OG_0007043	NC_062234.1	11221149	11253436
OG_0013511	NC_062234.1	11255068	11276444
OG_0016277	NC_062234.1	11258437	11285356
OG_0008184	NC_062234.1	11266926	11292988
OG_0008027	NC_062234.1	11280453	11307017
OG_0018162	NC_062234.1	11307742	11328159
OG_0013939	NC_062234.1	11309836	11333147
OG_0001687	NC_062234.1	11330702	11353041
OG_0013151	NC_062234.1	11333436	11360780
OG_0014527	NC_062234.1	11366563	11389349
OG_0013224	NC_062234.1	11372052	11396924
OG_0016529	NC_062234.1	11384910	11406892
OG_0017941	NC_062234.1	11969981	11991156
OG_0016010	NC_062234.1	12025504	12050663
OG_0005926	NC_062234.1	12046402	12081306
OG_0001864	NC_062234.1	12087107	12108897
OG_0015873	NC_062234.1	12120100	12146447
OG_0001503	NC_062234.1	12144483	12178394
OG_0005586	NC_062234.1	12162211	12206721
OG_0013326	NC_062234.1	12191810	12213405
OG_0007396	NC_062234.1	12271708	12327520
OG_0018032	NC_062234.1	12310167	12331871
OG_0008256	NC_062234.1	12357259	12379508
OG_0013733	NC_062234.1	12377085	12399852
OG_0013205	NC_062234.1	12404290	12435573
OG_0017340	NC_062234.1	12437956	12460693
OG_0007718	NC_062234.1	12453402	12537286
OG_0001308	NC_062234.1	12518285	12558630
OG_0005841	NC_062234.1	12554462	12578702
OG_0002764	NC_062234.1	12879633	12904469
OG_0017073	NC_062234.1	13036396	13057289
OG_0006573	NC_062234.1	13185107	13206780
OG_0007320	NC_062234.1	13197963	13224485
OG_0007237	NC_062234.1	13240736	13267352
OG_0017039	NC_062234.1	13282568	13332699
OG_0013992	NC_062234.1	13317846	13339087
OG_0015283	NC_062234.1	13321546	13343139
OG_0012674	NC_062234.1	13335606	13357667
OG_0017104	NC_062234.1	13353661	13374865
OG_0008198	NC_062234.1	13410675	13432474
OG_0012638	NC_062234.1	13444385	13468979
OG_0017303	NC_062234.1	13458524	13511109
OG_0001462	NC_062234.1	13511507	13541977
OG_0018709	NC_062234.1	13565707	13617935
OG_0012446	NC_062234.1	13666709	13688738
OG_0006787	NC_062234.1	13783183	13811285
OG_0001313	NC_062234.1	13842138	13875823
OG_0009294	NC_062234.1	13861551	13973371
OG_0019169	NC_062234.1	13997588	14017932
OG_0002278	NC_062234.1	14008337	14032575
OG_0011682	NC_062234.1	14022580	14043292
OG_0011681	NC_062234.1	14025651	14056112
OG_0007132	NC_062234.1	14040579	14092519
OG_0008162	NC_062234.1	14074573	14096816
OG_0013927	NC_062234.1	14135039	14217846
OG_0016649	NC_062234.1	14275973	14405433
OG_0001840	NC_062234.1	14408480	14431050
OG_0001962	NC_062234.1	14415241	14435969
OG_0001961	NC_062234.1	14417722	14439473
OG_0003310	NC_062234.1	14437533	14461978
OG_0000717	NC_062234.1	14466188	14503481
OG_0015391	NC_062234.1	14486585	14512202
